full_text_id	screening_id	dedup_group	title	year	authors	venue	doi	arxiv_id	sources	source_files	provenance	duplicate_row_count	title_abstract_decision	title_abstract_rationale	has_abstract	needs_metadata_lookup	retrieval_priority	retrieval_status	pdf_path	text_path	full_text_decision	ci1_persistence	ci2_evaluation	ci3_year	ci4_language	ci5_publication_type	ce1_no_cross_session_persistence	ce2_not_software_dev	ce3_no_evaluation	ce4_tutorial_editorial_or_descriptive_survey	ce5_duplicate_or_superseded	exclusion_code	full_text_rationale	reviewer	reviewed_at_utc	notes
FT0153	TA01075	D01075	Complementary Reinforcement Learning	2026	Dilxat Muhtar; Jiashun Liu; Wei Gao; Weixun Wang; Shaopan Xiong; Ju Huang; Siran Yang; Wenbo Su; Jiamang Wang; Ling Pan; Bo Zheng			2603.17621	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	0	maybe	Experience extractor and actor co-evolve from historical experience, but the abstract does not identify software-development benchmarks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0153_TA01075_complementary-reinforcement-learning.pdf	search/full-texts/text/FT0153_TA01075_complementary-reinforcement-learning.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes Complementary RL with a MemoryManager and evolving experience bank that distills, merges, retrieves, and reuses structured experience across tasks, with quantitative evaluation on SWE-Bench and other environments.	codex_full_text_016	2026-04-28T22:34:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
FT0154	TA01331	D01331	LatentMem: Customizing Latent Memory for Multi-Agent Systems	2026	Muxin Fu; Guibin Zhang; Xiangyuan Xue; Yafu Li; Zefeng He; Siyuan Huang; Xiaoye Qu; Yu Cheng; Yang Yang		10.48550/arxiv.2602.03036	2602.03036	citations	search/results-citations.json	forward | forward_from=tang2025agentkb	0	maybe	Learnable multi-agent memory uses an experience bank and composer, but the abstract does not identify software-development benchmarks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0154_TA01331_latentmem-customizing-latent-memory-for-multi-agent-systems.pdf	search/full-texts/text/FT0154_TA01331_latentmem-customizing-latent-memory-for-multi-agent-systems.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes LatentMem, a multi-agent memory framework with an experience bank storing raw historical trajectories and a learnable memory composer that retrieves and distills them for future tasks, evaluated on coding benchmarks including KodCode and BigCodeBench.	codex_full_text_016	2026-04-28T22:34:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
FT0155	TA01395	D01395	Memex(RL): Scaling Long-Horizon LLM Agents via Indexed Experience Memory	2026	Zhenting Wang; Huancheng Chen; Jiayun Wang; Wei Wei			2603.04257	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank	0	maybe	Indexed experience memory is explicit, but the abstract does not identify the long-horizon task domains or software-development benchmarks.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0155_TA01395_memex-rl-scaling-long-horizon-llm-agents-via-indexed-experience-memory.pdf	search/full-texts/text/FT0155_TA01395_memex-rl-scaling-long-horizon-llm-agents-via-indexed-experience-memory.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes indexed experience memory with external archival and retrieval, but the empirical evaluation is a modified ALFWorld household-task benchmark; code snippets appear as examples, not as software-development or coding-agent evaluation.	codex_full_text_016	2026-04-28T22:34:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
FT0156	TA01420	D01420	Meta Context Engineering via Agentic Skill Evolution	2026	Haoran Ye; X. He; Vincent Arak; Haonan Dong; Guojie Song		10.48550/arxiv.2601.21557	2601.21557	citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel	0	maybe	Meta context engineering evolves skills and context artifacts, but the abstract does not identify whether evaluated domains include software development.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0156_TA01420_meta-context-engineering-via-agentic-skill-evolution.pdf	search/full-texts/text/FT0156_TA01420_meta-context-engineering-via-agentic-skill-evolution.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes Meta Context Engineering with skill history and context artifacts, but the evaluation spans financial, chemistry, medical, legal, and safety classification tasks rather than software-development or coding benchmarks.	codex_full_text_016	2026-04-28T22:34:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
FT0157	TA01425	D01425	MetaClaw: Just Talk -- An Agent That Meta-Learns and Evolves in the Wild	2026	Peng Xia; Jianwen Chen; Xinyu Yang; Haoqin Tu; Jiaqi Liu; Kai Xiong; Siwei Han; Shi Qiu; Haonian Ji; Yuyin Zhou; Zeyu Zheng; C. Xie; Huaxiu Yao			2603.17187	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank;tang2025agentkb	0	maybe	Meta-learning skill library is explicit and evaluated, but the abstract does not clearly establish software-development benchmark scope.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0157_TA01425_metaclaw-just-talk-an-agent-that-meta-learns-and-evolves-in-the-wild.pdf	search/full-texts/text/FT0157_TA01425_metaclaw-just-talk-an-agent-that-meta-learns-and-evolves-in-the-wild.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes MetaClaw with an evolving skill library distilled from failure trajectories, but its evaluation is a generic CLI/personal-agent benchmark and an autonomous research pipeline rather than a software-engineering or coding-agent benchmark.	codex_full_text_016	2026-04-28T22:34:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
FT0158	TA01465	D01465	On the Impact of AGENTS.md Files on the Efficiency of AI Coding Agents	2026	Jai Lal Lulla; Seyedmoein Mohsenimofidi; Matthias Galster; Jie M. Zhang; Sebastian Baltes; Christoph Treude		10.48550/arxiv.2601.20404	2601.20404	citations	search/results-citations.json	backward+forward | forward_from=guo2026eet | backward_from=vasilopoulos2026codified	0	maybe	Human-curated AGENTS.md files are normally excluded, but this paper empirically studies their effect on coding-agent performance.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0158_TA01465_on-the-impact-of-agents-md-files-on-the-efficiency-of-ai-coding-agents.pdf	search/full-texts/text/FT0158_TA01465_on-the-impact-of-agents-md-files-on-the-efficiency-of-ai-coding-agents.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text empirically studies persistent repository-level AGENTS.md instruction files in AI coding-agent runs over 124 GitHub pull-request tasks, measuring token use and wall-clock time; this fits the documented human-curated artifact exception because it evaluates impact on coding-agent performance.	codex_full_text_016	2026-04-28T22:34:25Z	Verify whether it contributes contextual evidence under the criteria exception. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records; contextual evidence include.
FT0159	TA01555	D01555	ReCreate: Reasoning and Creating Domain Agents Driven by Experience	2026	Zhezheng Hao; Hong Wang; Jian Luo; Jianqing Zhang; Yuyan Zhou; Qiang Lin; Can Wang; Hande Dong; Jiawei Chen		10.48550/arxiv.2601.11100	2601.11100	citations	search/results-citations.json	forward | forward_from=xia2025livesweagent	0	maybe	Experience storage and retrieval drives domain-agent creation, but the abstract does not identify whether evaluated domains include software development.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0159_TA01555_recreate-reasoning-and-creating-domain-agents-driven-by-experience.pdf	search/full-texts/text/FT0159_TA01555_recreate-reasoning-and-creating-domain-agents-driven-by-experience.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes ReCreate, an experience-driven framework that stores and retrieves task-agent trajectories, scaffold updates, tools, and static memory entries across iterations, with evaluation on SWE-Bench Verified, DA-Code, DS-1000, AppWorld, and other benchmarks.	codex_full_text_016	2026-04-28T22:34:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records.
FT0160	TA01615	D01615	SE-Bench: Benchmarking Self-Evolution with Knowledge Internalization	2026	Jiarui Yuan; Tailin Jin; Weize Chen; Zeyuan Liu; Zhiyuan Liu; Maosong Sun		10.48550/arxiv.2602.04811	2602.04811	citations	search/results-citations.json	forward | forward_from=zhang2025darwingodel;ouyang2026reasoningbank	0	maybe	Coding self-evolution benchmark tests knowledge internalization, but full text must determine whether it is eligible despite parametric internalization.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0160_TA01615_se-bench-benchmarking-self-evolution-with-knowledge-internalization.pdf	search/full-texts/text/FT0160_TA01615_se-bench-benchmarking-self-evolution-with-knowledge-internalization.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text proposes SE-Bench, a benchmark and empirical analysis for self-evolution through knowledge internalization on coding tasks, including memory-based baselines and quantitative evaluation of whether agents can reuse learned API knowledge without documentation.	codex_full_text_016	2026-04-28T22:34:25Z	Verify against CI1 benchmark/contextual-study rules. | retrieval ok via arxiv | Full-text batch 016 retrieved title/abstract maybe records; contextual benchmark include.
FT0161	TA01616	D01616	SEA-Eval: A Benchmark for Evaluating Self-Evolving Agents Beyond Episodic Assessment	2026	Sihang Jiang; Lipeng Ma; Z. Hong; Keyi Wang; Zhiyu Lu; Shisong Chen; Jinghao Zhang; Tian Pan; Weijia Zhou; Jiaqing Liang; Yanghua Xiao			2604.08988	citations	search/results-citations.json	forward | forward_from=du2026memory	0	maybe	Self-evolving-agent benchmark targets cross-task experience accumulation, but the abstract does not identify software-development evaluation.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0161_TA01616_sea-eval-a-benchmark-for-evaluating-self-evolving-agents-beyond-episodic-assessm.pdf	search/full-texts/text/FT0161_TA01616_sea-eval-a-benchmark-for-evaluating-self-evolving-agents-beyond-episodic-assessm.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes SEA-Eval for generic self-evolving agents with persistent memory concepts and sequential task streams, but the evaluated tasks are open-ended digital-agent scenarios rather than software-development or coding-agent benchmarks.	codex_full_text_017	2026-04-28T22:36:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 017 final retrieved title/abstract maybe records.
FT0162	TA01647	D01647	SkillClaw: Let Skills Evolve Collectively with Agentic Evolver	2026	Ziyu Ma; Shidong Yang; Yuxiang Ji; Xucong Wang; Yong Wang; Yiming Hu; Tongwen Huang; Xiangxiang Chu			2604.08377	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank;tang2025agentkb	0	maybe	Collective skill evolution uses shared skill updates over time, but the abstract does not identify software-development benchmark scope.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0162_TA01647_skillclaw-let-skills-evolve-collectively-with-agentic-evolver.pdf	search/full-texts/text/FT0162_TA01647_skillclaw-let-skills-evolve-collectively-with-agentic-evolver.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes SkillClaw, a cross-user skill-evolution framework with a shared persistent skill repository, but the reported WildClawBench evaluation centers on generic agent categories and does not report software-development or coding-agent benchmark results.	codex_full_text_017	2026-04-28T22:36:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 017 final retrieved title/abstract maybe records.
FT0163	TA01678	D01678	SWE-CI: Evaluating Agent Capabilities in Maintaining Codebases via Continuous Integration	2026	Jialong Chen; Xander Xu; Hu Wei; Chuan Chen; Bing Zhao			2603.03823	citations	search/results-citations.json	forward | forward_from=joshi2025swebenchcl	0	maybe	SWE-CI evaluates long-term codebase maintenance across many iterations, but full text must verify whether it operationalizes persistence or is benchmark-only.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0163_TA01678_swe-ci-evaluating-agent-capabilities-in-maintaining-codebases-via-continuous-int.pdf	search/full-texts/text/FT0163_TA01678_swe-ci-evaluating-agent-capabilities-in-maintaining-codebases-via-continuous-int.txt	exclude	no	yes	yes	yes	yes	yes	no	no	no	no	CE1	Full text proposes SWE-CI as a repository-level benchmark for long-term code maintainability under continuous integration, but it does not evaluate an agent-owned memory or knowledge-persistence mechanism; the focus is cumulative code-quality consequences across CI iterations.	codex_full_text_017	2026-04-28T22:36:25Z	Verify benchmark/contextual-study status in full text. | retrieval ok via arxiv | Full-text batch 017 final retrieved title/abstract maybe records.
FT0164	TA01696	D01696	TAME: A Trustworthy Test-Time Evolution of Agent Memory with Systematic Benchmarking	2026	Yu Cheng; Jiuan Zhou; Yongkang Hu; Yihang Chen; Huichi Zhou; Mingang Chen; Zhizhong Zhang; Kun Shao; Yuan Xie; Zhaoxia Yin		10.48550/arxiv.2602.03224	2602.03224	citations	search/results-citations.json	forward | forward_from=ouyang2026reasoningbank;tang2025agentkb	0	maybe	Dual-memory test-time evolution is explicit, but the abstract does not identify software-development benchmarks or domains.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0164_TA01696_tame-a-trustworthy-test-time-evolution-of-agent-memory-with-systematic-benchmark.pdf	search/full-texts/text/FT0164_TA01696_tame-a-trustworthy-test-time-evolution-of-agent-memory-with-systematic-benchmark.txt	exclude	uncertain	yes	yes	yes	yes	no	yes	no	no	no	CE2	Full text proposes TAME and Trust-Memevo for test-time memory evolution and trustworthiness, but the empirical domains are math, science, and generic tool-use tasks rather than software-development or coding-agent benchmarks.	codex_full_text_017	2026-04-28T22:36:25Z	Verify benchmark/task scope in full text. | retrieval ok via arxiv | Full-text batch 017 final retrieved title/abstract maybe records.
FT0165	TA01818	D01818	When the Specification Emerges: Benchmarking Faithfulness Loss in Long-Horizon Coding Agents	2026	Lu Yan; Xuan Chen; Xiangyu Zhang			2603.17104	citations	search/results-citations.json	forward | forward_from=zhu2026swecontextbench	0	maybe	Long-horizon coding-agent benchmark and ProjectGuard state layer may be contextual evidence, but full text must verify persistence status.	yes	no	3_maybe	ok	search/full-texts/pdf/FT0165_TA01818_when-the-specification-emerges-benchmarking-faithfulness-loss-in-long-horizon-co.pdf	search/full-texts/text/FT0165_TA01818_when-the-specification-emerges-benchmarking-faithfulness-loss-in-long-horizon-co.txt	include	yes	yes	yes	yes	yes	no	no	no	no	no		Full text introduces a long-horizon coding-agent benchmark for emergent specification tracking and evaluates ProjectGuard, an external project-state layer that persists semantic design commitments and structural codebase state across coding turns and proactive restarts, with quantitative Claude Code and Codex results.	codex_full_text_017	2026-04-28T22:36:25Z	Verify benchmark/contextual-study status. | retrieval ok via arxiv | Full-text batch 017 final retrieved title/abstract maybe records; contextual/architecture boundary include.
